Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,PriceDropFromPeakPct,TradeResult,Profit_SOL,RunningTotal_SOL
cYybantpihpzynRbxa6bHfi3GdxZzU3e8AHt8j9XrYnRR7htkrJwS8F5kKQVxnPYyYeCvAaNuzr27GpceiU7Pz6,[object Object],2025-05-20T15:21:27.000Z,70,3,12,78,7,205,29,Skipped,0,8.55
ykSSWarDeYqVimwQAnSGt9nG5BBG81sn1xcrU8y3bejUs4vTxTKYMoRH4a43nTkny9RvnkZKGPrTydxpWcfHcH4,[object Object],2025-05-20T15:21:27.000Z,1,8,2,81,319,244,23,Moonshot (Win),0.2,8.75
44yMzZUUEvkQ5nsadnAFRojtw55MJwVYfKqa2uzaYc8TfFXSCLQWGAkqeznyLofjKFhATsUWBVSBENWA5juiAaQv,[object Object],2025-05-20T15:21:27.000Z,55,4,4,46,345,179,23,Skipped,0,8.75
65t7pCRWF1da97EvxFc6Z8t73iT2JnxT9EuYnSUdsJzmxdbHH3tNhnXoMZZaZP9bwt6xAyXW7iCN462dRPGkCB6r,[object Object],2025-05-20T15:21:27.000Z,21,1,17,50,10,260,5,Skipped,0,8.75
2GxUDx6tVsxme8nZTkfJKJe5z3prZxCwYNSjkoGovk5vCYCpYUPecoBbTqSj5n2JGqufCLvdAuWQ1xuC4tNdmQUh,[object Object],2025-05-20T15:21:27.000Z,60,8,8,66,431,148,1,Moonshot (Win),0.2,8.95
2y9ioPAY4tVD3Xfkb7kUS4pgQKdccf2N4zuVvtx5pPCc2mcy35XU7SqnkttMA289QGFSCVRzC5kaqYrFeCHrXjKB,[object Object],2025-05-20T15:21:27.000Z,39,3,5,56,229,243,35,Skipped,0,8.95
4EeSXvsx65Kpqjs9xpPXZBfNqKsDZuMdfgqQ9bhX8paA4TfQnV4Pe25i9aCuFjcCDNMJkicGYMvhL4jny5G7RrS2,[object Object],2025-05-20T15:21:27.000Z,61,2,29,92,419,225,30,Skipped,0,8.95
33yBUabHR2Hf4HCHox6Xkq3xPQCXaPjKwe2RFHp3Qnk9TAXXrmcsro3ZhxExTJLTSbAxzhC7gxNL7yEVZLLVyZsQ,[object Object],2025-05-20T15:21:27.000Z,85,6,16,16,405,241,36,Partial Exit (Win),0.05,9
EvgsZjiGH2oiMpbqGKBCHgB8fVxsRhinGvpaRR69mNvpdcqHbZj7FFh9Q5E4Xm7FyFFaCHJF1pCLftkDJ2drDoV,[object Object],2025-05-20T15:21:27.000Z,53,6,29,47,385,80,35,Partial Exit (Win),0.05,9.05
55ECGV4r9vJEoTK9Cy2n9WSJPku83c4HRwn85qCaa1Kn7B2ReDdKMbYKgS6m6PguULa7JMopF6Gd8nZGPXDAZehw,[object Object],2025-05-20T15:21:27.000Z,1,5,7,17,419,80,9,Partial Exit (Win),0.05,9.100000000000001
41djmTTramcaC1RGL8MffqQUo3wNRMEbsWW3Ryi7i71exYVkrWHd468BS6CsWHaDNo9mMaAP888x4EFERArmkgrL,[object Object],2025-05-20T15:21:27.000Z,21,8,27,80,492,130,2,Moonshot (Win),0.2,9.3
5r1nnmXRsyoSKjASgzCjEMectCCXJygguRaGwrh3nZE3zuWuMLoFmA1d3mXuHsGAEGucTcVBwvWJdeFP53nkcbRE,[object Object],2025-05-20T15:21:27.000Z,24,5,8,65,457,150,20,Moonshot (Win),0.2,9.5
3V2hdKKnKs6rwe1DVow6nhaGjmdrMp8dAqWoaZHMh5fisGsNvU1YpjCRFnFQsJSyox86kxFN2yqtx4xYqUVqAsdv,[object Object],2025-05-20T15:21:27.000Z,72,8,15,34,118,171,12,Partial Exit (Win),0.05,9.55
3DgekzQYAD2aCPt8uEYJPYwb2xRh184Ca9274msGN1R5mxyz6YLJRNq6uxmRJNk44Y4mh3cHMA1d217jDTKdusbr,[object Object],2025-05-20T15:21:27.000Z,34,9,6,27,321,114,15,Moonshot (Win),0.2,9.75
4XR1fNBhnNxGWQQEjvYXgKbY1bfMCgwM5C7Mg7mo3N8RC2xY1WEP7JTc84wrahQYXcVHYjcnWCcsijkZBiLyQBZg,[object Object],2025-05-20T15:21:27.000Z,54,3,29,71,350,262,0,Skipped,0,9.75
5RGtnVv6jYnYQq9SeGUvvjxdHjC1URkxy2XSDf3Y81L2N34Taxh6VKrUQqASvBEvtpNqmQoCf2Qax4cmQijwHnbX,[object Object],2025-05-20T15:21:27.000Z,35,7,19,51,397,60,21,Moonshot (Win),0.2,9.95
5wRXtp5kwUkWzzSgE9ktnK3CqPbUjbe8kxCZBqB2HTtspPRFaSjrKVBbRHRjmH96vrtN74MXyZGMfakRVFoVZzJk,[object Object],2025-05-20T15:21:27.000Z,2,4,17,40,395,17,11,Skipped,0,9.95
2Qz96e1Kx6cWmyBiFiEeLidaAeqkC5wCDwyqemAzBWNtsEWTe7GV6Nt1xewS69moDM6ceBA8SqRnRDCKnQEwVAtT,[object Object],2025-05-20T15:21:27.000Z,57,2,17,64,264,183,37,Skipped,0,9.95
3J34T6a9LWtb5Rzuvw9Q4e9P563suFZUqRtbaeHmebe6CCx5LYuRm4g1EfU6dWD5QL7XF8KBFAjF7uMYFbiztmhU,[object Object],2025-05-20T15:21:27.000Z,5,1,18,80,326,78,16,Skipped,0,9.95
536aoct8faM1RucJpQkRZTKucrqumuSBWcj7zZLSDqJ7RXuLZSwEgwSXFLr2TVusga4NitRAsm7YVoL2CihaK1o4,[object Object],2025-05-20T15:21:27.000Z,72,5,23,65,252,167,4,Moonshot (Win),0.2,10.149999999999999
A5DScQTpMiPK4ReepGtu87rTdi7vo57vHcRvnvZFS5D2NsSxtskbhRoMtxMRWFimts9fyzJWPk3md5i2dDJMgwT,[object Object],2025-05-20T15:21:27.000Z,51,7,22,28,269,231,22,Moonshot (Win),0.2,10.349999999999998
ztJ5T9CPkdyRKzk6HkdeqWr5HBYeYFTEVntECnBqqTxy7aJWrJjRiWrMaJ1KeCjrqqcwWtjcPrznaybNKY5B47M,[object Object],2025-05-20T15:21:27.000Z,68,6,29,27,483,258,20,Moonshot (Win),0.2,10.549999999999997
mDLk68h5j8idHNSHhbkHusvdXPuSr92gtGKULRdxBj1VJB6Gai1ApD2gVAHnRvPK8o7PqzTrW3fGHvmKiJktFLw,[object Object],2025-05-20T15:21:27.000Z,33,1,9,75,496,27,18,Skipped,0,10.549999999999997
v55mBwD8yNnfLBiTXJ8CyFmALtQQGLewTeBeALcDpYUDtoBhTXNcsnoHFbm2x2Hddfy9f5GMsGU1aZzpWTQzXZy,[object Object],2025-05-20T15:21:27.000Z,75,9,20,34,350,213,23,Moonshot (Win),0.2,10.749999999999996
4mAhhgEJbLWMfBVmBoyzVXnaoTTsS3TKpakVfqq1As9n5bcYWjGZYNoUat6mxHmQSC7KqYsYhRR6nnsS5joHFWCE,[object Object],2025-05-20T15:21:27.000Z,3,8,14,51,493,135,22,Moonshot (Win),0.2,10.949999999999996
2kw29iFb4oKsUQPgEM2oinU8KPcGg48iPesXXvzxdGq9q5Q4TQq15BJvAJYrKRDC3H2tPHmZaJUJGAxHJNMAwDzp,[object Object],2025-05-20T15:21:27.000Z,54,3,12,16,330,137,3,Skipped,0,10.949999999999996
5MBq5piXmcZ1FLzz2UZz6Nv8tzhuUZAFjgFha1s2tFw8G3fjVzTEZUcq39TWDragro9maDpRFVPJJg4P99byxQZr,[object Object],2025-05-20T15:21:27.000Z,43,2,13,71,285,185,2,Skipped,0,10.949999999999996
4oyVop4bTbkHDxE4TXSkugGGpYwWwxrcLD8fA6ABNNrC2zMSZCxMxsm8R2qthHZhqtEY2zQxpEYJAQnAcsKzCert,[object Object],2025-05-20T15:21:27.000Z,20,1,24,45,364,189,32,Skipped,0,10.949999999999996
4Hdx1jk2yJGp3Cxzuav3t4QbeBb7YALKRMmGi5tgRXv3dbEuJ8PNZYPBd9XmSft2PYEexLN18CHndd5TLKYweFRY,[object Object],2025-05-20T15:21:27.000Z,65,7,22,10,448,7,2,Partial Exit (Win),0.05,10.999999999999996
2iRXpHKf9Efeum4F1hBkmEMSY9tcELpc48G6e6UdeFsjKYk9vRvVA7sZhBeyHjUhJJs16APzfRJPqKjZMwx43u6q,[object Object],2025-05-20T15:21:27.000Z,35,9,15,26,494,266,13,Moonshot (Win),0.2,11.199999999999996
EVnCwK9aPF9RoNbu6ttn81bHAk9pifG5wePaZUpWZAUsX69buBmJe3YjShXpztwEQqBMAKNRyMDFYCHAJ9ZQmGS,[object Object],2025-05-20T15:21:27.000Z,20,6,4,97,329,287,32,Partial Exit (Win),0.05,11.249999999999996
46U8VtUPA2fw8KF5eqBcTwr1efs7QAMjQtc9mHrPaoLaREFXXVKPyjwyNNAszD7dqadtxXRA21V9Q7NdWE8NkRGX,[object Object],2025-05-20T15:21:27.000Z,11,5,5,45,316,287,27,Moonshot (Win),0.2,11.449999999999996
xU7ijzUwB16kernXopLUjJ2LWhfdaMPThf2y2eAvgd3jyF3SdkeRMyH2zY8MtC6tUwUE6vej16QSCijTepVzCrY,[object Object],2025-05-20T15:21:27.000Z,67,3,22,26,150,90,38,Skipped,0,11.449999999999996
55M1cuWCu1XPg6A6Z4fETdn34XjC2gWJMxTqvddATKFDXV9Ua4U39cqfmXm4WeAPyZLxTHj9ahMFYXzPKSa2ZrAf,[object Object],2025-05-20T15:21:26.000Z,55,3,15,69,141,285,16,Skipped,0,11.449999999999996
4G3QJJvnpEhhMUWSDgok53bwXZdumEsFQKQ7g7R6vqgYo4mVqFKff7AFF2zFW5ov5uk45pXoDY5rYXr7cbT9MMV6,[object Object],2025-05-20T15:21:26.000Z,46,9,28,80,459,178,37,Partial Exit (Win),0.05,11.499999999999996
n2iF2FFjx4KuvMmyJTJ54AE7sNiMjgWK6E8Dpu7HFzTTQChpqstGjyrRqBjTJP3AixQZgCsUR4otsfPpW4rnjQv,[object Object],2025-05-20T15:21:26.000Z,56,3,11,93,224,174,24,Skipped,0,11.499999999999996
5Na9VcQaHgm4KPFwC2UzFJh35MyQiXF4WmFY5ks7Z2BsXe1hwCZDz1ekqXN8WjJzg6fjXfTUi428HX7chcp8yd8D,[object Object],2025-05-20T15:21:26.000Z,16,0,13,85,237,214,11,Skipped,0,11.499999999999996
4fdNQc3vU6WiCLV1QaCBHaExaBvN7ks7apXeC6zfmnrgr3yiH8wraU52hWHX4DM99DZKgdoXimmXe2spBvnj2uei,[object Object],2025-05-20T15:21:26.000Z,66,5,21,41,83,218,5,Partial Exit (Win),0.05,11.549999999999997
57VnHxSLjRg3TABzrsHoMaAdbaMQ7ALF1s6NAq3ksbBajw6JRy1C3SF7ZbTYnmw5gCsiThQnVigzy7kQjuL6qgq2,[object Object],2025-05-20T15:21:26.000Z,8,7,18,25,198,24,8,Partial Exit (Win),0.05,11.599999999999998
5ibSVkv22PaVueze9nZ5d5cTWtYLwQsTvNCadFmLDrzYxGYMY6ing4qPPsxsbknXomWjyj5TC3YQbY7FWKQrqj1i,[object Object],2025-05-20T15:21:26.000Z,52,4,15,61,291,119,22,Skipped,0,11.599999999999998
4EDHWpd414q2NB2T8XcDbsJJTri4kvEJficZpso4NvkVnELcmgtf8Fzu7eik53Q937iLjMcZ6n6zPghvzh93V7s,[object Object],2025-05-20T15:21:26.000Z,48,2,14,78,424,189,37,Skipped,0,11.599999999999998
35CizNzPc7Y6kPwd4N744KgNhknmy2phBYqaR1ZfP8sq51kfKcQgssZZ4BsJJoRUCqSUbcq1e8mdFZRY1Moo5yyv,[object Object],2025-05-20T15:21:26.000Z,89,6,15,84,359,292,2,Moonshot (Win),0.2,11.799999999999997
3N2ot6dhwkKAnpvakjr3b2Xc9V8tp5hSSZ9iUKUjmnq1im3jAhadeSbH9zocDanhFouvnhCnFd1TRSxDR3Uxugxi,[object Object],2025-05-20T15:21:26.000Z,25,5,3,48,11,77,4,Partial Exit (Win),0.05,11.849999999999998
5SY5N1xMc4Z12khawsHVSBikrNsVAcPDC7MBuGL72gXQr1E7AqmUwKDQarhet8rwVPBmpMe15FLV6ZgbYFZbuSZ4,[object Object],2025-05-20T15:21:26.000Z,37,9,25,87,403,94,11,Moonshot (Win),0.2,12.049999999999997
3wJh998eTPDHM9CBczaHev7V33ALQafsCp2ZxDdbAbPYVbDKKKkZTMw8BJzDrqiKDHC6fg3DC1VqPkL5GbpjzKaU,[object Object],2025-05-20T15:21:26.000Z,41,7,13,3,291,118,18,Moonshot (Win),0.2,12.249999999999996
4FMSVgQR67gdctbp4EovgHtVVgRMEpZRoZfLtSRg4JZv3nps6xPyY3AgB4oRuaqSUhJFhcHxQmsXztmBHGKpZ4Rz,[object Object],2025-05-20T15:21:26.000Z,85,3,21,52,143,9,30,Skipped,0,12.249999999999996
27W5nJpBsD4wF1XbraDK4gSbE5Kv4AtS7mEWKdGxSMqPJFuHALz62srQoA7XT2VoRm2sEpc2yExZPpnBXVPkLUHs,[object Object],2025-05-20T15:21:26.000Z,19,4,2,50,83,112,12,Skipped,0,12.249999999999996
5WDpj5KC1QB4YbpGjD3LL223dgmfpmMag2xY4UyWqbDz4e59hCURqTRq9RYeK1HMd7ynrzubbFyLncexhS9fHtyJ,[object Object],2025-05-20T15:21:26.000Z,72,7,12,58,474,90,13,Moonshot (Win),0.2,12.449999999999996
4dYP9Dz5jZAEGyHpU1xwzyCToibzeRot9N8SVRqYz8LTg8SKE9CTwVnT4hwJXJfVP4dWQCzxFc2p3axGsz7nnynU,[object Object],2025-05-20T15:21:26.000Z,81,8,0,29,282,127,18,Moonshot (Win),0.2,12.649999999999995
5HxXLDydR4E564VWYaDd853XRhmppYbEnyA4fHBRUNkHPgN3kXpcik8YZ58pYff1otfs6CPRrUKSEtucHpTCkW3H,[object Object],2025-05-20T15:21:26.000Z,29,1,7,98,115,294,19,Skipped,0,12.649999999999995
5axGVrzSgJdqx98H79DZVA2d62xDF7HdydobzDigZWqrvgsCQkiMsiWzbvgvf6yNxESgvectBkcXdQ73JZsysz55,[object Object],2025-05-20T15:21:26.000Z,63,1,16,64,499,33,5,Skipped,0,12.649999999999995
3rP2WYnCos4zft3sGFvLE1M3U37L4YUyvJsnkgTujHD2Hdb5jDhURm8AcrTRpvv8NK2JJJTy7MQCYzT94uAicg9,[object Object],2025-05-20T15:21:26.000Z,10,2,14,46,479,109,19,Skipped,0,12.649999999999995
5CR4rabEGaFFShDeCAVAWGWCdCJTg5445n1UTo34oCuKEmteb7XtzG94baKrgejVBpbkACumMCYrwCzANCf1BhHs,[object Object],2025-05-20T15:21:26.000Z,39,4,0,98,264,178,4,Skipped,0,12.649999999999995
5YwdTzno6e9mTnAhJxnvFFWDGSCNNoVy6tzZb3P1tigfxPWauZSCLHHpMxyrCAQ9JJut45g1oc2gsA1pxQTsnNVT,[object Object],2025-05-20T15:21:26.000Z,62,4,3,30,271,101,6,Skipped,0,12.649999999999995
2pB6KEFQKJicCCEWocYhsEDNWMeSWpBWbkyjrajTYe8fWTyF92stSjFwC6hveHHQYDFeMje6gR5yhYNuDZvGgq5,[object Object],2025-05-20T15:21:26.000Z,56,3,25,17,39,163,39,Skipped,0,12.649999999999995
4AMYonFccaTvb32bYGun9Nq5oUPrf5gpa54WptaahXNz7PFeTG2MPn34mnnfRUgJV6YYx4MWhnHgZk2YcvVyXaqU,[object Object],2025-05-20T15:21:26.000Z,78,1,25,36,452,235,9,Skipped,0,12.649999999999995
4enDmr37VB9oqmAwdGYBtLGHUz5DpBHgEKjEfDh3YS5Dq9wDEKke6APhU7G75TCJLQL6swojbHQMXzVYsHJhWGAs,[object Object],2025-05-20T15:21:26.000Z,33,3,3,27,436,77,31,Skipped,0,12.649999999999995
21JLkTL69psabd6qWBNFt14SjTetJi8s3ta6crbjd9FpRYYSfUgPkoDeHgPSyjYkpC97kUxEpfPC4QocgHBLyixX,[object Object],2025-05-20T15:21:26.000Z,74,4,9,12,446,73,36,Skipped,0,12.649999999999995
CdS7ExNmJ2esc1CZm1XomkEZdYW7unq2NC31xCRjznwmPvqwB7JQAVmmALrRKwMALjwJBQ3uiYZCryPot2hiHaD,[object Object],2025-05-20T15:21:25.000Z,77,6,16,36,103,149,14,Partial Exit (Win),0.05,12.699999999999996
63TZU5YRM3jcmEpHZhG7Vg3GbcrNgsxq63XxA4xPKYAfPRo5qrx83KobuvD1DoxDxRkSPm9RtA99TfAFaiwWVdnV,[object Object],2025-05-20T15:21:25.000Z,63,9,22,91,141,151,14,Partial Exit (Win),0.05,12.749999999999996
4TCeqGMVhdS4dNDcgRWNPo39Bkj9KyaN634uJQahE6v13VuD3Hr55XPEfsfEWtt8R9sQQDqQsmo1VnNbd9xKDjyD,[object Object],2025-05-20T15:21:25.000Z,17,3,3,60,416,82,36,Skipped,0,12.749999999999996
5bndaqSLRndhCPsgdzR794DHRRJ14RdWG88f5EPmwAU8n3WeusnwcKzmkuFukDAscboJ2kAA5uVUYFmLmQ7cs83S,[object Object],2025-05-20T15:21:25.000Z,68,5,25,72,367,44,6,Partial Exit (Win),0.05,12.799999999999997
U3KQCZn8HE6mWkkBzzLJEZyDJCCDqXTkoJgGCfJUwg365yXte9DeaAWjibDGvrtPsVND28AkdaXDy7MN6X7UkNZ,[object Object],2025-05-20T15:21:25.000Z,79,5,9,56,43,241,13,Partial Exit (Win),0.05,12.849999999999998
DZ3jNKeKgvzSCRVnr95bAzNvxvRg2CT9T6QLm6oETiex1eYc8Qbc1C8Q4TLg88mAmPBdxB7WfbbGH8jffoZiSSq,[object Object],2025-05-20T15:21:25.000Z,4,7,5,71,121,132,20,Partial Exit (Win),0.05,12.899999999999999
2nNDx1QBrN3KucvYvtixSoW1XFqjuDp1XC91ciyJACmv8HrdN5o1QraGAj2xKMcmpZBEc9BmPYZmd8GhuTgaUrP3,[object Object],2025-05-20T15:21:25.000Z,40,5,28,11,113,213,21,Partial Exit (Win),0.05,12.95
4QVPaJeibJfahyGABbhqVyoL8XamCcLbUoUnLMcjJVx3JiwACSmojSmyK4Do3NM6NtEtvTtyeELioCFqTrvS37kk,[object Object],2025-05-20T15:21:25.000Z,55,7,28,16,121,199,29,Partial Exit (Win),0.05,13
583fZzFrNVQiY4UCeZc4qBKUooYDFerhQpgDK1zKhQeHbT2knmPjVi9FeMfJQaJRBqtus4vAbLwQYbGdjSXHGSKY,[object Object],2025-05-20T15:21:25.000Z,6,2,24,50,25,30,17,Skipped,0,13
59kgijzRaRER5norsKBeW1LECVsBuhj7dX5EGyfav5GUR7yvLB5YFaFZEyneixqBdCWDvY46udfqywSs3DLK68hx,[object Object],2025-05-20T15:21:25.000Z,84,7,20,99,75,271,18,Partial Exit (Win),0.05,13.05
5FA8dqSJTGWtA4b5zuVD3S6g9EVZUeqNikEUqxPU2gsiz9qcCz4Tuq1mpLiVnb76v4bqnJVvBj4m3jMK77YvBpjd,[object Object],2025-05-20T15:21:25.000Z,25,1,14,83,494,299,19,Skipped,0,13.05
QtEoouZxKsVsvpBqvsW5y9cCAT5hRpvzAHLm789QyfCFqTzZZ3MgbyCvg3b9chDite1zCaaCQbwZ3FuTbbCsqv4,[object Object],2025-05-20T15:21:25.000Z,88,4,28,33,473,17,17,Skipped,0,13.05
4N4EJcFw4xtvawDFDtKciTQ95W1WgfQGJ21zc491KKCdS69MRrKFgGxdohRJbNNc61ComGdfW3ULrge4wFZGjx2N,[object Object],2025-05-20T15:21:25.000Z,7,9,0,64,343,145,29,Moonshot (Win),0.2,13.25
2c1caQJh8bsvrjABz92BZ77PpXg5XYj9rv1xZoGCy94Gt7wj9hH4ndwQsaJzdFFREV1Ur7vt4ygqjBKguqEqfDb,[object Object],2025-05-20T15:21:25.000Z,58,4,28,70,434,245,10,Skipped,0,13.25
59ESzstkvAgimREA3XntVpKGkzt7a1dVZwrhPEB87hEifkAkbKEAHjVoRM6scimCn7tPGVEtewkMRoqFb9SFZ4qu,[object Object],2025-05-20T15:21:25.000Z,60,8,4,98,401,23,0,Partial Exit (Win),0.05,13.3
9QcSQj3QYVQ2T9jk45CKsXrTc5dotd85paNPCJpoDEr33TKyMt9WMDWov7HuKpXXvEUQxsj4sCopvi2DMT96DWw,[object Object],2025-05-20T15:21:25.000Z,62,8,6,15,114,207,32,Partial Exit (Win),0.05,13.350000000000001
4v3hEv2zR9NWPCsMMRGbF2B7nrTKAz7QDtJrv7XRwGGYmRMP5uq5MwRidaRebapMEBJNhRtifAzAVgE3AES37LXU,[object Object],2025-05-20T15:21:25.000Z,70,0,24,6,281,84,12,Skipped,0,13.350000000000001
24aikEKrckDWGVPsCt7zTXdZW6yHdCXrWWJK5wtQpHKXmKDj4Mbkm9pjMhifUu9sXNYSVS55DiArQDrzsEAVpGz6,[object Object],2025-05-20T15:21:25.000Z,56,8,28,89,377,142,38,Partial Exit (Win),0.05,13.400000000000002
3hg2j8tZ2JmYgYdTTMVZoau8RFaSnvyzB9y2ytwPzXVm1sxmL2HteLhkYff8xSWrBnsxrM3bvSvZjBvFbPVLqKSh,[object Object],2025-05-20T15:21:25.000Z,77,6,18,68,376,54,27,Partial Exit (Win),0.05,13.450000000000003
2whfCY4LqtMwRE7w8yugsRXy96QMnDsxsNnsap2tgwSjrgpm7bTgsDL4ojXjrEddiquf32DKEwXBCqMAtuGA7SvZ,[object Object],2025-05-20T15:21:25.000Z,88,2,20,77,123,33,13,Skipped,0,13.450000000000003
29WvbxzmgxpeSYMZfvUFU6pq49Gv36WfNpM6Z58pBvgun4tiVoukJoHE1tJVbs1446TAfrcfgtw2B7vQJZF8vDsC,[object Object],2025-05-20T15:21:25.000Z,49,7,13,10,19,251,14,Partial Exit (Win),0.05,13.500000000000004
2JnhEAksNh6UiyMt5e8yb5JGwyEdmSsGvAxApGSyMJAWvhJD1imdayBmSDSNVEZx1rmKbPtYsV9CE9C8yWtXqRmk,[object Object],2025-05-20T15:21:25.000Z,17,2,4,25,12,95,11,Skipped,0,13.500000000000004
2K4oYG6bFyr678nmxacgufxTipjrjLtM18k3DSExmHmgSgKezkpeLEooPAXg4KtpW1aKigBGTpHKYocP8uvJiqdA,[object Object],2025-05-20T15:21:25.000Z,68,4,26,1,400,153,26,Skipped,0,13.500000000000004
y4HncSAr18CLAK1Q4Zd9ga9oayz7nKMk2y3F9K13uaChpaiFTq7xoaeDURdJTnKPq6s2ACLFKxLRQmYJdAjrB6K,[object Object],2025-05-20T15:21:25.000Z,50,1,25,84,412,127,15,Skipped,0,13.500000000000004
qcKHYJT5ibC4Posc6D9aqS2exA15jtkjy2FcJWdqEvsb4bPoWg7zGk39MRPbZyrC7WjfYj8fFQPMGs7v8xZaqC5,[object Object],2025-05-20T15:21:25.000Z,25,3,7,21,135,76,29,Skipped,0,13.500000000000004
43PfU61KZrLWy4DLRNBcT3UZr8odQMvVzGb19ehdD1cFA2F6esspjxRQHCqiMKeDf2kTxckneNNd7u9FF2soGm5v,[object Object],2025-05-20T15:21:25.000Z,86,5,28,23,175,175,8,Partial Exit (Win),0.05,13.550000000000004
3mtUBgUxjoS2hzEaFszMjEVH2865Ykn5apzqmVY8uN99QQdNNspLtG7TRyCz2CcbeBVzW1XYpauKq6m8Fpet5srp,[object Object],2025-05-20T15:21:25.000Z,28,6,24,2,205,92,7,Moonshot (Win),0.2,13.750000000000004
5khnCTo7LHkCerSrDLqMvuZkErnZ5TWaKxeszNZRfXXRarPjRyjfgfCcscx6C127wsbN7zZauAPQ3JLshrJwGQUN,[object Object],2025-05-20T15:21:25.000Z,33,7,1,87,400,229,21,Moonshot (Win),0.2,13.950000000000003
HdD7jpCAdvferiHNxnqDBauo1yL2Y2tMydrgrkywSmKeGivAx7bHMeL8DbgpeW2n9kveiSiT4kHGUgJBbP87oDz,[object Object],2025-05-20T15:21:25.000Z,9,3,0,57,296,188,6,Skipped,0,13.950000000000003
37qmr6hq1ByXEiMP4JyRppUF9ixwjx6vQ3wt6VP74yuqLnw9rZUtq5iBvZHAZbDZmMswAjaNeLiYnnnozM8ACK2V,[object Object],2025-05-20T15:21:25.000Z,31,5,6,83,314,39,39,Partial Exit (Win),0.05,14.000000000000004
GMizNedddiX6osMgppbBbJtJiHE6N9w3wEiQ5c85D6EruTpuGX7zGiVCcuz1WEL7kWxWXxeQi1GKHgM6osJSarH,[object Object],2025-05-20T15:21:25.000Z,76,9,18,49,386,204,31,Partial Exit (Win),0.05,14.050000000000004
ELf19PfSYxuhrzPnjpdZyemt1QaCp3WzDxDBn14vKo3dypSk7C5DCPn5BrF7rado194G8VAEVYjpjubsASefwwT,[object Object],2025-05-20T15:21:25.000Z,22,9,20,57,61,292,27,Partial Exit (Win),0.05,14.100000000000005
4LbPJUQZh5Wc1m5zqz2FwfHWeDwS5zFe11Ssh47ugJpJFxwW9MJZbdqepcYVPdsDtraocjSJ354k2Fwdh5Lk66qV,[object Object],2025-05-20T15:21:25.000Z,84,5,26,20,374,129,39,Partial Exit (Win),0.05,14.150000000000006
2tR1Kjw5p8xrmmBvrG34xUWy8NYG9HYv5CUjUGt81XYfMHf8Knu58tb7ncZd1egEpLH2P19SQBVxWfb8ArNqvvGC,[object Object],2025-05-20T15:21:25.000Z,77,5,16,32,60,217,12,Partial Exit (Win),0.05,14.200000000000006
3KMTRGvKJTnU3KJopqVoMtphV7HevT99i5V19FVJVCdqb5ZY2UZVweDKxHAZpM9xkss79UBZbEp57kxzDvBZCAxF,[object Object],2025-05-20T15:21:25.000Z,45,5,25,72,216,295,26,Moonshot (Win),0.2,14.400000000000006
3ZbF2oG1c18P86aLKHcnCqxegrG59pxoC3bov58TZ4bT7RndhLEJUPySrmU1x5bS4P5gsYV4AvVsZwLPLsueeAAT,[object Object],2025-05-20T15:21:25.000Z,64,8,13,61,241,65,10,Moonshot (Win),0.2,14.600000000000005
3EzDxvFi9zWT4LL3n9HKxGFrhu2Ps47e74HngCkUGGi2zpWg6sv7QBdmSsSw1cFvz4g5VHbe1W9MJfujpyCQ79KS,[object Object],2025-05-20T15:21:25.000Z,99,8,7,40,395,131,37,Partial Exit (Win),0.05,14.650000000000006
4Jpyibu5hZ8VNtcZDt7pQ22L9hQ7GydbhUwAGGxYWNBBBYfMfnbAUng18uFCjPF35NMf9p7tdGtvGnxCUP2fZG51,[object Object],2025-05-20T15:21:25.000Z,4,0,16,37,119,57,18,Skipped,0,14.650000000000006
5o2ESqMnS3fABfHEmqntdwq5LRcmAHfCKFXdoHn3xWxxtPtnMXmfA8FHnXJZDn2LDKgyLaMgDEBr8bv5yEAm2iC6,[object Object],2025-05-20T15:21:25.000Z,35,7,8,23,475,256,36,Partial Exit (Win),0.05,14.700000000000006
4N7hegad7jgZgLq4iUQP1rk6bStTp9Zk8CWRwxg2mPvy3Eyjajwtfb7pUWN3WcVdLa5PYnt68LPhyiRhiK7kGMo5,[object Object],2025-05-20T15:21:25.000Z,82,5,7,35,326,296,38,Partial Exit (Win),0.05,14.750000000000007
52TWPv63VZSs74NqAUjJrhBj11HNcyifAAyXMTMaJZnFW1PpuMwPpktegpEdKMcALeHAFBJKedb8bDM4H7RwskL6,[object Object],2025-05-20T15:21:25.000Z,63,9,16,49,139,272,15,Partial Exit (Win),0.05,14.800000000000008
kmw1Y3JGEtRa2b3zwXWkUL7wUMvhxBcXaakz6fhUqbpDUgBwUbrJuqv34uuF7bjTzuadWm2GbGpYNwMM3hauafR,[object Object],2025-05-20T15:21:25.000Z,16,8,12,34,451,248,21,Moonshot (Win),0.2,15.000000000000007
3DA7Qbmq74Cg2x4RR6UAZPyB8chaH1RWmjK6SWKVQryaj3HAsJ5ac7aEMhdYqgPYzrbLxznGtzyjKva7Koc5xqEX,[object Object],2025-05-20T15:21:25.000Z,81,5,25,11,308,43,35,Partial Exit (Win),0.05,15.050000000000008
